id,title,url,is_paid,price,price_detail
24823,Java Tutorial for Complete Beginners,/course/java-tutorial/learn/,False,Free,
473160,Web Design for Web Developers: Build Beautiful Websites!,/course/web-design-secrets/learn/,False,Free,
780078,How to speak to anyone & be fearless - in less than 55 min,/course/fearless-public-speaker-bootcamp-by-ricky-mendoza/learn/,False,Free,
4077322,How to Create an Online Course: The Official Udemy Course,/course/official-udemy-create-course/learn/,False,Free,
